threads,avg_time,std_time,min_time,max_time,speedup,efficiency
1,0.019059101740519207,0.004383976042441646,0.013508081436157227,0.024225950241088867,1.0,100.0
2,0.015259106953938803,0.0017251261211676907,0.01300668716430664,0.017197132110595703,1.2490312701818713,62.45156350909357
4,0.012349367141723633,0.0006149638332749095,0.011528253555297852,0.01300811767578125,1.5433261900624877,38.58315475156219
8,0.01236573855082194,0.0012093516853142335,0.011502504348754883,0.014075994491577148,1.541282929619466,19.266036620243323
16,0.01443338394165039,0.0012730291806631855,0.01318216323852539,0.016180038452148438,1.3204874073584636,8.253046295990398
